hash_email;hash_phone;client_id_carrefour;ville;postal;region;age;genre;segment_carrefour;panier_moy_eur;visites_par_mois;derniere_visite;anciennete_mois;rayon_pref
b969f181fb9e623f2ef7;89adaf718a807b9541b3;CAR-100493;Bordeaux;33000;Nouvelle-Aquitaine;44;F;Fidèle;98;2.7;2026-02-26;157;Jardin
942f8f76a14582258768;19deacbf86a02dac0bc1;CAR-100494;Paris;75012;Île-de-France;69;F;Nouveau;46;1.3;2025-12-04;134;Maison
752092d62e1f8fdcd1c2;915a2192797c31dc30d0;CAR-100495;Grenoble;38000;Auvergne-Rhône-Alpes;19;F;VIP;291;7.2;2026-03-21;147;Alimentaire
d654ba848694e0e22081;83cab804afe1be3dfd99;CAR-100496;Toulouse;31000;Occitanie;40;H;Nouveau;52;1.0;2025-12-24;21;Bébé-Enfant
1a80befbf1ef74ec459d;11fa4de35f6e0ada6207;CAR-100497;Rennes;35000;Bretagne;29;H;Occasionnel;58;0.8;2026-01-22;180;Jardin
4936792e708480e9cc95;cd9259cb48a99275563e;CAR-100498;Lille;59000;Hauts-de-France;42;H;Occasionnel;55;1.1;2026-02-04;41;Maison
aef7f6fb39961d80ad31;a7b03705b9b1d6c9eda2;CAR-100499;Boulogne;92100;Île-de-France;42;H;Occasionnel;79;0.8;2026-02-13;150;Hygiène-Beauté
869b9cd1a260404f345e;7781e892ed96946d5aac;CAR-100500;Marseille;13008;PACA;68;F;Fidèle;101;3.1;2026-01-20;92;Alimentaire
cf555e6f50f35cdf30ce;ac8109347bacb51915f3;CAR-100501;Boulogne;92100;Île-de-France;57;H;Fidèle;104;2.3;2026-03-03;93;Alimentaire
717da777b7ef4e745d78;517dbfd3b19dade47dbe;CAR-100502;Rennes;35000;Bretagne;45;F;Fidèle;90;3.5;2026-02-02;105;Hygiène-Beauté
0dc16b723545079a9317;4bf8cb242153e5626da1;CAR-100503;Marseille;13008;PACA;45;F;Fidèle;150;3.0;2025-12-24;56;Alimentaire
fadc135244f0771cbbc2;c6c0c923a0c6e2d2e35b;CAR-100504;Rennes;35000;Bretagne;68;F;Nouveau;40;0.9;2026-02-26;133;Alimentaire
d54eb560e665d19a4151;405bc49da6833d9c6252;CAR-100505;Saint-Denis;93200;Île-de-France;38;F;Nouveau;46;1.4;2026-03-22;114;Bébé-Enfant
077478b11f01947f57ce;389d6d1e28f3b13a453c;CAR-100506;Bordeaux;33000;Nouvelle-Aquitaine;43;F;Occasionnel;35;1.2;2025-12-27;168;Maison
e0dffac87588bf3bc930;3ea0b9b8b054a8cdc386;CAR-100507;Paris;75012;Île-de-France;70;H;VIP;243;4.5;2026-01-13;56;Bébé-Enfant
b82d3ea98480a78d84d6;98b1b07f17a08ac0bd4c;CAR-100508;Marseille;13008;PACA;28;H;Occasionnel;69;0.8;2025-12-26;174;Hygiène-Beauté
d32ef699044dcbc28b2a;88c780d4d1c61a49d79c;CAR-100509;Bordeaux;33000;Nouvelle-Aquitaine;26;F;Fidèle;175;2.6;2026-01-10;85;Alimentaire
75343ed58c4b80fea1f3;1141a550c56ae3a8eb76;CAR-100510;Versailles;78000;Île-de-France;35;F;Occasionnel;60;1.1;2026-01-13;137;Hygiène-Beauté
b0b5df14581767f1ea5e;83cdc97fb70a274f49e1;CAR-100511;Nantes;44000;Pays de la Loire;39;F;Fidèle;119;2.1;2025-12-11;140;Électronique
5cbee23dc260e77a5087;9eb54dfc119fd567fefd;CAR-100512;Montpellier;34000;Occitanie;53;F;Fidèle;178;2.9;2026-01-20;96;Mode
30d2022e1d1578676e6d;b9c6acbb904f746a9fc9;CAR-100513;Versailles;78000;Île-de-France;53;H;Occasionnel;61;0.7;2025-11-30;39;Hygiène-Beauté
208da00a5d05b2caaa44;1444d5a52d7e7565e2cf;CAR-100514;Montpellier;34000;Occitanie;54;F;Occasionnel;55;0.8;2026-02-20;87;Jardin
3eea83bf0a56a7a1c334;d6423c187f1a3037ec5e;CAR-100515;Lille;59000;Hauts-de-France;20;F;Nouveau;56;0.6;2026-01-05;40;Mode
65dbfa9cf47f01d08615;0ac7b2ac342754a1766d;CAR-100516;Paris;75012;Île-de-France;36;H;Occasionnel;54;0.8;2025-12-14;63;Hygiène-Beauté
2ab375f19ee88ae9fda8;0450184bf57155d19bdd;CAR-100517;Nantes;44000;Pays de la Loire;32;H;Fidèle;148;2.4;2026-02-01;57;Électronique
8849389889278c31b33c;22746e10b1c2bb7d6116;CAR-100518;Boulogne;92100;Île-de-France;20;F;Occasionnel;37;1.9;2026-03-07;68;Maison
5d4ad7b80adea6a998ff;68360829a7296443612b;CAR-100519;Lyon;69003;Auvergne-Rhône-Alpes;48;F;Occasionnel;65;1.0;2025-12-20;96;Électronique
43e40a7784992bca2453;5fa538dd32a0aba8f328;CAR-100520;Marseille;13008;PACA;40;H;Occasionnel;36;0.7;2025-12-09;91;Maison
75a03031d407f4ca3d10;fa225a1ceab0a0dadede;CAR-100521;Saint-Denis;93200;Île-de-France;60;H;Fidèle;85;3.9;2026-01-02;59;Bébé-Enfant
e0b513dbc18c50cc172f;c6f6997960b3676c7009;CAR-100522;Lille;59000;Hauts-de-France;75;F;VIP;270;4.6;2026-01-20;61;Jardin
5d1f7420c35ed4f0a4fe;cdaad2df82d86a0d1578;CAR-100523;Saint-Denis;93200;Île-de-France;23;F;Nouveau;30;1.0;2025-12-01;41;Mode
6f4905e8981800563df3;341034460dd281eda0df;CAR-100524;Strasbourg;67000;Grand Est;69;F;Nouveau;37;0.7;2026-02-05;124;Électronique
293de2231a704626cff4;509e3592fa333847a203;CAR-100525;Nice;06000;PACA;61;H;Fidèle;75;3.3;2026-03-22;18;Bébé-Enfant
90d09bf760087aa9f388;4659eff3825cf011a4c1;CAR-100526;Marseille;13008;PACA;49;F;Fidèle;136;4.0;2026-01-07;110;Électronique
5d5af108c6246ad9f3ae;ec753f8be5f2704cfbd8;CAR-100527;Grenoble;38000;Auvergne-Rhône-Alpes;35;F;Occasionnel;34;1.8;2026-01-15;175;Hygiène-Beauté
35e34b1e50ac47f2a00a;717532ad448d3260415f;CAR-100528;Versailles;78000;Île-de-France;39;F;Fidèle;161;3.3;2026-01-09;156;Électronique
0b81441e432ccc0e8767;bb205a6d80d6eda03be5;CAR-100529;Boulogne;92100;Île-de-France;30;F;Fidèle;113;2.9;2025-12-28;90;Maison
027b172ed57f64f68e5b;c0a57b92b036ae7bd4c3;CAR-100530;Saint-Denis;93200;Île-de-France;38;F;Nouveau;27;1.1;2025-12-19;127;Bébé-Enfant
fc55ff02764051a7cdc6;b441e6b0eb3ac3bc4de1;CAR-100531;Montpellier;34000;Occitanie;74;H;Fidèle;88;3.2;2026-01-26;113;Électronique
b13da4fd4a3302f142f8;1145af26221516d8f86d;CAR-100532;Montpellier;34000;Occitanie;28;F;VIP;206;6.9;2025-12-13;67;Maison
850b3e06ab511cb8e3ec;03157e4bb0aa071dd17e;CAR-100533;Versailles;78000;Île-de-France;38;H;VIP;205;6.3;2025-12-15;127;Mode
b33abd4907d720ebd5ae;ccce430c9206957cd4f3;CAR-100534;Saint-Denis;93200;Île-de-France;73;F;Occasionnel;68;0.6;2025-12-19;167;Alimentaire
1d090845cbada4d2b0ee;7037bc69e31d082b6b61;CAR-100535;Grenoble;38000;Auvergne-Rhône-Alpes;25;F;Occasionnel;45;1.4;2025-12-25;13;Maison
7bd866adbbb0d97d5fa8;e7d31ed665ca130d9493;CAR-100536;Nantes;44000;Pays de la Loire;40;H;Occasionnel;66;1.7;2026-01-04;9;Hygiène-Beauté
e1aef345e9cca7f8009e;a1abd6dea68a2551ed5c;CAR-100537;Boulogne;92100;Île-de-France;35;F;Occasionnel;51;0.5;2026-02-26;94;Bébé-Enfant
efa18efab47449d1e883;d01c877d72e369a31fa5;CAR-100538;Versailles;78000;Île-de-France;39;F;Occasionnel;47;1.5;2025-12-19;44;Hygiène-Beauté
35e9298923cc19f36061;0ee7dcad566e978ec2be;CAR-100539;Saint-Denis;93200;Île-de-France;40;F;Occasionnel;50;1.7;2026-03-19;88;Maison
8efbf3f9de62e3d9f2ea;1aed78e77841beeff33d;CAR-100540;Montpellier;34000;Occitanie;38;H;Occasionnel;49;1.1;2026-03-07;100;Hygiène-Beauté
fbe2c116491506681e33;3cee24e2ccbf6c0aad39;CAR-100541;Lyon;69003;Auvergne-Rhône-Alpes;52;F;Fidèle;119;3.5;2026-03-06;151;Maison
360baf131b424789d46a;b41672bd1107bb292599;CAR-100542;Lyon;69003;Auvergne-Rhône-Alpes;31;H;Nouveau;55;0.5;2025-12-29;156;Jardin
70fa37b36eba0c23c448;d6add07d0ca482dd3114;CAR-100543;Grenoble;38000;Auvergne-Rhône-Alpes;29;F;Fidèle;93;2.8;2025-12-16;78;Mode
7e8568aeed8e166df7a5;cdf43a042b7bc6624972;CAR-100544;Paris;75012;Île-de-France;23;F;Occasionnel;44;0.7;2026-01-26;60;Bébé-Enfant
beaa953736f5c569f8b2;d1f79b190534b5d8c471;CAR-100545;Paris;75012;Île-de-France;54;H;Occasionnel;44;0.5;2025-12-11;159;Électronique
97cf700f810bab3dc140;094df7ba19ff6b9024f7;CAR-100546;Nice;06000;PACA;64;F;Occasionnel;65;1.3;2025-12-07;102;Jardin
331740df705b642b01b6;f7f83e36a7cc2c2f967e;CAR-100547;Lille;59000;Hauts-de-France;29;F;Fidèle;177;3.8;2026-03-21;180;Hygiène-Beauté
d51d1541b338466fcbb3;1a8cb97690b28c034511;CAR-100548;Rennes;35000;Bretagne;48;F;Fidèle;176;4.0;2026-01-21;83;Alimentaire
073db065fe4b2cea3e5d;1ab69594a2fc8cc6a788;CAR-100549;Rennes;35000;Bretagne;41;F;Occasionnel;76;1.3;2026-02-24;150;Bébé-Enfant
bca3d789b495ef7e4430;a2334bb973070dad73f5;CAR-100550;Strasbourg;67000;Grand Est;75;F;VIP;338;5.7;2026-01-06;17;Maison
365486de1c107ac98bc9;951234e0567ca36f18f0;CAR-100551;Grenoble;38000;Auvergne-Rhône-Alpes;73;H;Fidèle;83;3.4;2026-03-27;156;Électronique
75a5c2d838291cab71d4;7f60d1d09478258389fe;CAR-100552;Nice;06000;PACA;22;F;Fidèle;125;3.1;2025-12-18;133;Électronique
b549eb3e2fd62447855d;733a5a90454a38de08a3;CAR-100553;Nice;06000;PACA;57;H;Fidèle;162;3.9;2026-03-15;21;Mode
41cf37a0ac8f40de85b5;909f6dc2023cb2d83953;CAR-100554;Saint-Denis;93200;Île-de-France;40;F;VIP;285;4.8;2026-03-07;10;Jardin
d9e4b1461a9ef7e064f3;ff84a214223f69551569;CAR-100555;Nantes;44000;Pays de la Loire;46;F;Nouveau;26;0.7;2026-02-10;124;Hygiène-Beauté
bd531bae726dfdd6b98c;1c99208370f4e1ebe983;CAR-100556;Bordeaux;33000;Nouvelle-Aquitaine;36;F;Occasionnel;49;0.9;2026-02-07;54;Hygiène-Beauté
f7adba711b491f7c048d;2632d10c19b7243bbb4a;CAR-100557;Strasbourg;67000;Grand Est;19;F;Fidèle;118;2.5;2026-03-23;177;Maison
44d95352842d364e3fd6;7f62296ef3ddcc5f008f;CAR-100558;Lille;59000;Hauts-de-France;38;H;VIP;180;5.3;2025-12-11;20;Hygiène-Beauté
6cb8b1a31b534d7e04d8;369d1c796208955f2f0e;CAR-100559;Nice;06000;PACA;21;F;Fidèle;138;2.7;2026-02-11;149;Hygiène-Beauté
770a1859fa3cc27f0d9e;dbf0a788a2bd76aed3af;CAR-100560;Lyon;69003;Auvergne-Rhône-Alpes;35;F;Nouveau;48;1.4;2025-12-17;82;Maison
79c4a751a3b917a66222;eeca730135d467097ce5;CAR-100561;Boulogne;92100;Île-de-France;33;F;VIP;226;7.6;2026-02-15;119;Jardin
11e874541b33fdae7e86;bb42a2ec0416104d29c4;CAR-100562;Saint-Denis;93200;Île-de-France;52;H;Occasionnel;58;0.9;2026-01-27;51;Bébé-Enfant
d862ce9d48927d8c3e20;1715863aaea2049d6b17;CAR-100563;Montpellier;34000;Occitanie;45;H;Fidèle;82;3.7;2026-01-06;85;Mode
e355077f5cfa2e98621e;224299cd560b981e3b71;CAR-100564;Toulouse;31000;Occitanie;50;F;Occasionnel;55;1.0;2026-02-21;163;Électronique
91efb83c4d9cf6cd570e;91a9ac3e56902c7c4b59;CAR-100565;Rennes;35000;Bretagne;27;F;Fidèle;85;2.6;2025-12-20;76;Bébé-Enfant
3c6e58ffeac83d346cf6;680a6d031f950956bc08;CAR-100566;Strasbourg;67000;Grand Est;26;H;Occasionnel;32;1.4;2026-03-08;167;Maison
acec3d42749f2992e0b4;68eee374c193e66a68f3;CAR-100567;Montpellier;34000;Occitanie;53;F;Occasionnel;33;1.3;2025-12-09;114;Jardin
382a37724ab04405be54;aaf0090065b282083982;CAR-100568;Boulogne;92100;Île-de-France;60;H;Occasionnel;53;0.6;2026-03-02;84;Alimentaire
b2123c05e756a03a0e3a;588496810dbf3d60e376;CAR-100569;Lyon;69003;Auvergne-Rhône-Alpes;44;F;Occasionnel;66;1.1;2025-12-02;77;Alimentaire
41480fb55908d3bf02d9;8a7c6d284bbdc234c5c9;CAR-100570;Toulouse;31000;Occitanie;37;F;Nouveau;34;0.4;2026-01-10;174;Maison
374b05c0e007e1232394;c4b5c81520b0f7e8708c;CAR-100571;Grenoble;38000;Auvergne-Rhône-Alpes;36;F;Nouveau;65;1.3;2025-12-04;72;Électronique
db351d4bf5357f9ccf27;639fd762461fac56813f;CAR-100572;Nice;06000;PACA;36;H;Occasionnel;56;1.7;2026-03-29;163;Jardin
5bf8a60765be4b0d676e;174c2c887ed30807776e;CAR-100573;Rennes;35000;Bretagne;39;H;Fidèle;91;3.3;2026-03-22;49;Mode
0260df3f445b7ec21dbe;c4a5aa08ac9b86bca1ba;CAR-100574;Lyon;69003;Auvergne-Rhône-Alpes;38;H;Fidèle;162;3.1;2025-12-23;33;Électronique
8c872bc9ad242bd8bbe3;d5633253bd1649a6c518;CAR-100575;Lyon;69003;Auvergne-Rhône-Alpes;33;F;Occasionnel;65;0.6;2026-03-01;12;Bébé-Enfant
d3d896e196c219369a38;6db40d51ac41597f6159;CAR-100576;Nice;06000;PACA;48;F;Fidèle;172;3.2;2025-12-22;13;Jardin
817bc727fe33f3d9644f;59e23fc3f31be76c5aaa;CAR-100577;Bordeaux;33000;Nouvelle-Aquitaine;42;F;Nouveau;66;0.6;2025-12-03;47;Maison
e0c7542c5c1a697940c8;8f2c4499c0ddc038771f;CAR-100578;Lille;59000;Hauts-de-France;46;F;Fidèle;125;3.0;2026-01-05;115;Alimentaire
2cec5281cab945bc601b;987cf7c1b7da8cbf9a9e;CAR-100579;Lyon;69003;Auvergne-Rhône-Alpes;60;F;Occasionnel;68;1.3;2026-01-02;19;Électronique
5b6b7ef3947edf7d4f27;e224f37aa5b99bd58f73;CAR-100580;Montpellier;34000;Occitanie;43;F;Occasionnel;76;0.6;2026-03-01;4;Électronique
d75db438fd25b34853bd;323c46b0575f5916c1ea;CAR-100581;Strasbourg;67000;Grand Est;41;H;VIP;194;6.3;2026-03-21;8;Jardin
65b4dfcb71d78066486b;238f20cf8f13ec46711d;CAR-100582;Montpellier;34000;Occitanie;39;F;Occasionnel;71;1.2;2026-01-27;159;Maison
02b298acfdc94d47bd93;d4f64d02bf172e8f7c96;CAR-100583;Marseille;13008;PACA;73;F;Fidèle;136;2.7;2026-02-09;68;Hygiène-Beauté
f206b0e95b0c7eb53766;389db3105d0db3b58fe4;CAR-100584;Nantes;44000;Pays de la Loire;40;F;Fidèle;130;2.8;2026-03-14;163;Maison
52a237780dc8c62e5855;fd5861ffe46597fb3442;CAR-100585;Lille;59000;Hauts-de-France;41;H;Fidèle;128;2.9;2026-01-04;105;Hygiène-Beauté
660dee6be873105671e0;af9b4eb51601a7b7d537;CAR-100586;Nice;06000;PACA;54;F;Occasionnel;43;1.8;2026-02-12;121;Mode
e64ad08c0eba6a81699b;9265e141fdbbe7e83b93;CAR-100587;Bordeaux;33000;Nouvelle-Aquitaine;62;H;Occasionnel;71;0.7;2025-12-05;162;Électronique
6e3181e2eb3599c952fe;9cb2149845b56fe91bd5;CAR-100588;Paris;75012;Île-de-France;55;F;VIP;235;6.6;2026-01-01;55;Électronique
db6fdeb93061d3ec1bd3;29e8b76a86bf12f7f3bb;CAR-100589;Toulouse;31000;Occitanie;39;H;Occasionnel;77;1.1;2026-03-11;108;Maison
9379c61fdafccaec6257;f71e39c3f8d1c8cc5010;CAR-100590;Paris;75012;Île-de-France;75;H;Fidèle;172;3.5;2026-01-03;27;Bébé-Enfant
8486f76df36b31900858;c01fbcef557a54231d16;CAR-100591;Marseille;13008;PACA;33;H;VIP;185;7.4;2026-03-03;81;Bébé-Enfant
e80692cf1857693518e5;d9a24775d10027393f35;CAR-100592;Strasbourg;67000;Grand Est;63;F;VIP;339;5.9;2026-03-10;41;Hygiène-Beauté
725a701967c684f53cbc;46711ca8ebb3f7b107c9;CAR-100593;Saint-Denis;93200;Île-de-France;70;F;Fidèle;154;3.3;2025-12-05;66;Alimentaire
b9b1a98e0fb9b31d36ad;3dad6e370761102c0383;CAR-100594;Versailles;78000;Île-de-France;47;F;Occasionnel;36;1.2;2026-03-28;153;Jardin
2b49cdde04344b0aff4a;1bde645bd8d66cf03dda;CAR-100595;Nice;06000;PACA;24;F;Nouveau;56;1.4;2026-02-14;89;Alimentaire
6ca4780415f7a61dcc50;bb25826f77f29582982d;CAR-100596;Versailles;78000;Île-de-France;28;H;Nouveau;59;1.5;2026-01-04;53;Jardin
edae7527c30f2ae8e7a5;0556d775a4452477fd39;CAR-100597;Saint-Denis;93200;Île-de-France;65;H;Fidèle;120;3.8;2026-02-26;52;Mode
c5d4df78789f3699b7ab;d404f00245112112f6e8;CAR-100598;Rennes;35000;Bretagne;61;H;Fidèle;78;2.1;2026-02-03;89;Alimentaire
205de9f5b0e0747498f7;c6132cf8ed972e04522d;CAR-100599;Grenoble;38000;Auvergne-Rhône-Alpes;41;F;Fidèle;159;2.3;2026-01-16;7;Maison
06f03200aa8bd6a23d27;218371a74fec130644a2;CAR-100600;Strasbourg;67000;Grand Est;56;F;Fidèle;123;2.5;2025-12-11;111;Électronique
28a8c8e11b3ca8ee0da2;ae890d65011f32d6714b;CAR-100601;Boulogne;92100;Île-de-France;56;F;Occasionnel;76;0.9;2026-01-04;24;Bébé-Enfant
e7d091bdf4f5ec93274b;aed51b7430b6bef025cb;CAR-100602;Lille;59000;Hauts-de-France;18;H;Occasionnel;37;0.7;2026-03-22;42;Mode
3f30c5bb38d5ae03e74e;b634a369c1726af2b7a6;CAR-100603;Marseille;13008;PACA;44;H;Occasionnel;30;1.8;2026-01-15;163;Bébé-Enfant
23d1a0bd3d5084f8cfea;53b6483348188f7678ba;CAR-100604;Boulogne;92100;Île-de-France;35;F;Nouveau;26;1.4;2026-03-20;50;Alimentaire
a9fda17dd5b9f1a5f086;8bb14d24a7cab3e21d3d;CAR-100605;Montpellier;34000;Occitanie;36;H;Occasionnel;57;1.6;2026-01-22;52;Électronique
727811ae95d55523a55d;c6b885b6dbf24c2c075f;CAR-100606;Rennes;35000;Bretagne;59;F;Occasionnel;75;1.4;2026-03-07;132;Alimentaire
82fb67ad40338771eb30;09558a73b6be47c8f7a7;CAR-100607;Toulouse;31000;Occitanie;39;F;VIP;230;6.3;2026-03-07;85;Bébé-Enfant
7de83bd1a3c1e018f1fe;9fbb1dae66e61ca2621a;CAR-100608;Bordeaux;33000;Nouvelle-Aquitaine;51;F;Nouveau;57;0.5;2025-12-15;91;Jardin
e07c2f6832e8d8a06d09;3e5abef17afdcb451839;CAR-100609;Boulogne;92100;Île-de-France;51;H;Fidèle;158;2.3;2025-12-27;18;Mode
62939721df56156c1293;fba5e713291b796e9b43;CAR-100610;Lille;59000;Hauts-de-France;25;H;Occasionnel;73;2.0;2026-01-14;95;Jardin
e30a73f3f1f4c4dcbea6;9bbb04582b1c30dfb3dd;CAR-100611;Rennes;35000;Bretagne;28;F;Occasionnel;46;1.6;2026-02-20;128;Maison
4a609e097518a9239555;1c0c60a18140862dba7d;CAR-100612;Boulogne;92100;Île-de-France;35;H;Occasionnel;67;1.2;2025-12-19;106;Électronique
b9589fb190693ed0bf3f;ecefad224a59640806bc;CAR-100613;Versailles;78000;Île-de-France;35;F;Occasionnel;39;1.9;2026-02-18;100;Bébé-Enfant
e27ff77225e1901d7a83;1916027766f426825ba6;CAR-100614;Marseille;13008;PACA;45;F;Occasionnel;30;0.8;2026-03-03;27;Alimentaire
3ec7b5aec815d4e68d16;e1fcce2c18d5f22debae;CAR-100615;Strasbourg;67000;Grand Est;24;H;Fidèle;109;2.8;2026-02-23;61;Hygiène-Beauté
a755f581613f7da4dac4;5905a2e213e583f12233;CAR-100616;Lille;59000;Hauts-de-France;53;F;Fidèle;130;3.3;2025-12-30;125;Mode
ea215d8eb0c329c0c40c;73f36b304c9def63106f;CAR-100617;Montpellier;34000;Occitanie;48;F;Fidèle;141;2.0;2026-02-19;178;Mode
698265f4d9a8fbbd8805;53000080b76171989840;CAR-100618;Lille;59000;Hauts-de-France;37;H;Fidèle;151;3.4;2026-01-17;124;Alimentaire
041614fc337097c0d97e;ad35219c9d4d5d7a420b;CAR-100619;Montpellier;34000;Occitanie;40;H;VIP;274;7.8;2025-12-03;124;Bébé-Enfant
b16967e5aeded622b8ab;c901f18e3b64e26f39db;CAR-100620;Nice;06000;PACA;39;F;Fidèle;148;3.8;2025-12-04;61;Jardin
0829a5fed7e7de0a737d;03eaeef6e118a8058c04;CAR-100621;Nantes;44000;Pays de la Loire;38;F;Occasionnel;45;1.0;2025-12-24;40;Mode
0687c72596cb89ec6ed8;d1d2528b4054b9994bb5;CAR-100622;Nantes;44000;Pays de la Loire;30;F;Fidèle;137;3.9;2025-12-21;52;Bébé-Enfant
f7695fdc76985a9e4880;a8a7fb9c88ea44324cbe;CAR-100623;Nice;06000;PACA;39;H;Occasionnel;79;0.5;2026-01-28;146;Hygiène-Beauté
68545cc10de0765b520a;eab47420326702f7be52;CAR-100624;Boulogne;92100;Île-de-France;42;F;Occasionnel;50;1.7;2026-01-13;157;Alimentaire
34932f7421a4a647e9d3;c14b6fb9a44a9fb505e0;CAR-100625;Saint-Denis;93200;Île-de-France;71;F;Fidèle;169;2.6;2025-12-11;5;Maison
a02d4eea9e7b216b6406;4e34be85b164718991f8;CAR-100626;Boulogne;92100;Île-de-France;75;F;Fidèle;112;3.5;2026-03-12;117;Jardin
71ca921cc40f3eceabf5;e5751b90789030d4957c;CAR-100627;Nice;06000;PACA;43;F;Fidèle;151;3.9;2026-01-31;75;Hygiène-Beauté
7939bdcc46384882ad10;3343d18a028407d71eed;CAR-100628;Grenoble;38000;Auvergne-Rhône-Alpes;55;H;Occasionnel;37;1.1;2026-02-10;143;Alimentaire
997bccab48f35ec56482;77d9b404c0f165e64e8e;CAR-100629;Versailles;78000;Île-de-France;63;F;Occasionnel;41;1.5;2026-01-17;13;Mode
50203e228a5d33fb90e5;20a3006f5a20481a7378;CAR-100630;Lyon;69003;Auvergne-Rhône-Alpes;49;F;VIP;213;4.6;2025-12-24;95;Maison
bef9ae346384a6b3af00;f84410ee84f2519e58a0;CAR-100631;Nantes;44000;Pays de la Loire;28;F;Fidèle;118;3.1;2026-01-01;42;Mode
45e0d19ae87fa4480c67;df21fc184233f6f2d82f;CAR-100632;Montpellier;34000;Occitanie;71;H;Occasionnel;40;0.8;2026-01-18;9;Alimentaire
b5f8bcfc016f8e20f79f;4b1d01896d24d754c7b8;CAR-100633;Strasbourg;67000;Grand Est;41;F;Occasionnel;32;0.7;2026-02-18;85;Électronique
aeca0b23898896ef15ac;91e7538192aef692d191;CAR-100634;Lyon;69003;Auvergne-Rhône-Alpes;29;F;Occasionnel;62;1.6;2026-03-25;54;Mode
7cb7c8d008711326186e;af1a1963f0086d09f319;CAR-100635;Saint-Denis;93200;Île-de-France;63;H;VIP;238;5.4;2026-03-09;104;Hygiène-Beauté
5ace456afdfd08ae5fd7;d38c072488ff26483d16;CAR-100636;Toulouse;31000;Occitanie;46;F;Fidèle;155;3.1;2025-12-24;158;Maison
2801aeed5c0725d13d2b;b7263229cc34b05a9488;CAR-100637;Montpellier;34000;Occitanie;61;H;Fidèle;108;2.9;2026-01-24;106;Hygiène-Beauté
8349cf095760e97e5a67;7e29bfab11593ba77882;CAR-100638;Bordeaux;33000;Nouvelle-Aquitaine;35;F;Fidèle;124;2.4;2025-12-14;179;Jardin
9769d14981e025d7aa0b;edfa4290bb35b792370f;CAR-100639;Saint-Denis;93200;Île-de-France;32;F;Fidèle;179;3.3;2026-02-26;58;Mode
e788a894a0e5de1a7d60;0f4edad1e6613defb149;CAR-100640;Nantes;44000;Pays de la Loire;58;F;VIP;183;4.8;2026-01-12;45;Électronique
e0abcc39fa9f906b8c33;b473e41f617b46b8f920;CAR-100641;Saint-Denis;93200;Île-de-France;39;F;Fidèle;111;2.5;2026-03-27;161;Alimentaire
63c910c4320bf5ce6cac;d4d9acd70742f08a09f7;CAR-100642;Toulouse;31000;Occitanie;23;F;Occasionnel;49;0.7;2026-01-07;51;Électronique
e8b0f8dd9155e3f2b4b1;51e3c434d1fb5fe7e572;CAR-100643;Marseille;13008;PACA;68;H;Occasionnel;47;0.6;2026-02-25;119;Bébé-Enfant
c67885f69e8ebd7d799c;d6848e10d145a60b7448;CAR-100644;Lyon;69003;Auvergne-Rhône-Alpes;62;F;Nouveau;63;0.4;2026-03-19;63;Électronique
9591c6d18fead2770951;9c78430cf361643ab457;CAR-100645;Marseille;13008;PACA;28;F;Occasionnel;65;1.2;2026-03-03;19;Électronique
7c8f01bd83fd28a85f94;460c64ad0c65fc4f1f93;CAR-100646;Paris;75012;Île-de-France;36;H;Occasionnel;61;2.0;2026-01-05;19;Bébé-Enfant
a454235d392b3ec05d80;9428d859b86abf951ab4;CAR-100647;Toulouse;31000;Occitanie;66;F;Occasionnel;60;0.9;2026-01-01;117;Bébé-Enfant
1b6d64b46a26713d3668;d86aa37e90faf8adee42;CAR-100648;Paris;75012;Île-de-France;42;H;VIP;191;7.8;2026-02-22;96;Alimentaire
6c30f065da17cf932bc1;28a73eac2d7dd9a54693;CAR-100649;Marseille;13008;PACA;42;H;Occasionnel;60;1.1;2026-02-17;166;Maison
52151e285d1f8e949abd;4b274dcddf7c8b2a14eb;CAR-100650;Boulogne;92100;Île-de-France;49;F;Fidèle;126;3.5;2026-01-26;175;Mode
c7aea01bfcd387cd0697;f9554afbf0f602d07b8f;CAR-100651;Versailles;78000;Île-de-France;43;H;Fidèle;86;2.7;2026-01-20;177;Hygiène-Beauté
81519366b7c253e474c2;9d7df54d2d449c6768c5;CAR-100652;Versailles;78000;Île-de-France;25;H;Nouveau;29;0.4;2026-01-16;38;Bébé-Enfant
f735cb46771b759040e4;63db0b72502020422695;CAR-100653;Bordeaux;33000;Nouvelle-Aquitaine;34;H;Occasionnel;56;1.3;2025-12-01;143;Jardin
58544b8735e8112747ed;a060a0e45197001c5baf;CAR-100654;Strasbourg;67000;Grand Est;20;F;Nouveau;70;1.2;2025-12-01;104;Mode
99515bf6cd060c41b364;a50de5bc070f3ab8ec99;CAR-100655;Montpellier;34000;Occitanie;43;H;Occasionnel;66;2.0;2026-01-31;42;Bébé-Enfant
71a32958ac560d37ca63;814970f29de9344178c2;CAR-100656;Grenoble;38000;Auvergne-Rhône-Alpes;59;F;Occasionnel;30;1.2;2026-02-19;64;Bébé-Enfant
d698e063ce0dae593a06;83d06e8b58ed7dddc680;CAR-100657;Toulouse;31000;Occitanie;30;F;Fidèle;144;2.4;2026-03-07;177;Alimentaire
c2a664f13ab395bcd32e;30441e1a5bd4c2f79fad;CAR-100658;Lille;59000;Hauts-de-France;49;F;VIP;295;6.6;2026-03-04;80;Électronique
